volunteer_id,college,major,major_group,rank,alignment_score,province,rationale,final_reason,strength_evidence_summary,score_total,tier,tag_labels
0013-012,中国计量大学(省市共建重点高校),计算机科学与技术,cs,54049,72,浙江,"Official index links a CS training plan, but the detail rescue was blocked; CS major name is aligned but course evidence is too thin for keep.",Retain as a clear CS-core exception.,"Official training-plan/招生 pages list algorithms and data structures, computer organization, OS, networks, databases, software engineering and AI intro; admissions page identifies CS as provincial first-class/key major.",,,CS name aligned but source mismatch and curriculum unavailable;cs_core;detail page blocked;provincial key/university signal only;provincial_first_class;provincial_key_major;research_path_unclear;培养方案缺证;来源错配风险;证据弱;CS 系统/理论路径;需自学 AI;省重点/省部共建
2323-018,黑龙江大学,计算机科学与技术,cs,54284,82,黑龙江,"Official intro lists discrete math, digital logic, computer organization, networks, data structures, OS, compilers and databases, giving a strong CS systems/theory path with manageable software-practice load.",Unusually strong CS platform and specific systems curriculum justify retention despite software-practice wording.,Unusually strong CS platform and specific systems curriculum justify retention despite software-practice wording.,,,ESI/top provincial lab/graduate platform signal;compilers;data structures;long CS history;networks;specific CS systems/theory course list including OS;CS 系统/理论路径;OS/体系结构/算法;博士点/博士平台;科研训练;软件就业训练负担
0018-001,浙大城市学院,计算机科学与技术(拔尖创新班),cs,54507,84,浙江,"Official page names algorithms, computer systems, OS, networks, ML/deep learning and an honors innovation class with mentor/research training, enough for keep despite engineering-practice wording.",Innovation-class structure and mentor/research signal make this a defensible local strong exception.,Innovation-class structure and mentor/research signal make this a defensible local strong exception.,,,CS systems plus ML/DL foundation;evidence is intro-level;honors/innovation class with mentor and research-training signal;仅专业简介;CS 系统/理论路径;ML/DL 基础;OS/体系结构/算法;拔尖/创新班;科研训练;应用/就业导向重
2304-007,东北农业大学(“双一流”建设高校),计算机科学与技术,cs,54612,79,黑龙江,本部计科硬计划覆盖数据结构、组成、网络、操作系统和算法，工程开发管理导向中等但仍是可用CS基础路径。,High-confidence CS foundation plan and double-first-class platform keep it above the low-value safety threshold.,High-confidence CS foundation plan and double-first-class platform keep it above the low-value safety threshold.,,,OS and algorithms;architecture;double first-class university with high-confidence local plan;hard CS plan covers data structures;networks;CS 系统/理论路径;OS/体系结构/算法;需自学 AI;211工程;双一流;应用/就业导向重
1404-015,山西大学(“双一流”建设高校),信息与计算科学,math_stat_info,54792,91,山西,"Official course system frames information and computing science around analysis, algebra, probability, real/functional analysis, PDE, modeling, numerical analysis and algorithms.","Strong clean math-computation path with high-confidence evidence, postgraduate/research value, and low off-scope load.","Strong clean math-computation path with high-confidence evidence, postgraduate/research value, and low off-scope load.",,,PDE;algebra;algorithms;double first-class university and national first-class math/info-computing signal;information and computing science with analysis;numerical analysis;低偏离负担;数值计算/科学计算;数学+计算;数学核心强;需自学 AI;需自学系统;升学信号;双一流;科研训练
4067-013,武汉科技大学,信息与计算科学,math_stat_info,55424,86,湖北,"The local official intro lists math analysis, algebra, numerical methods, probability, differential equations, data structures, databases and algorithms, matching a clean information-computing path.",Clean information-computing path with high-confidence local evidence and low off-scope load.,Clean information-computing path with high-confidence local evidence and low off-scope load.,,,algebra;algorithms and databases;math analysis;numerical methods;probability;solid university platform with official school evidence;低偏离负担;数值计算/科学计算;数学+计算;数学核心强;需自学 AI
5107-010,成都信息工程大学,数学与应用数学,math_stat_info,55984.78571,74,四川,官方培养方案页面存在但本地文本只保留页面壳，专业名称和学院路径支持数学主线，细课程证据不足以高分keep。,"User accepted after pruning manual review pool. Math-first fit is plausible, but the retained evidence is too thin for a strong exception without manual course-plan check.","Math-first fit is plausible, but the retained evidence is too thin for a strong exception without manual course-plan check.",,,clean math major signal;local page shell lacks course grid;math school path plausible but course evidence incomplete;培养方案缺证;低偏离负担;数学主线干净;数学核心强;需自学 AI;需自学 CS
5107-011,成都信息工程大学,信息与计算科学,math_stat_info,55984.78571,76,四川,官方培养方案页面存在但本地文本只保留页面壳，专业方向天然贴近数学加计算，课程细节不足需保守review。,"User accepted after pruning manual review pool. Could be a useful clean safety, but embedded PDF or attachment curriculum needs checking before retain.","Could be a useful clean safety, but embedded PDF or attachment curriculum needs checking before retain.",,,information/mathematics school fit plausible but course evidence incomplete;local page shell lacks course grid;major name supports math plus computation;培养方案缺证;低偏离负担;数值计算/科学计算;数学+计算;需自学 AI
1418-023,中北大学,计算机科学与技术,cs,56043,70,山西,"Official index lists a CS training-plan entry under the CS college, but direct official page rescue failed, leaving curriculum details unavailable.",Retain as a strong platform/course-plan exception despite the lower alignment score.,"Official教务 page and PDF expose the 2023 CS plan; college page confirms national first-class major, engineering certification, CS master platform and multiple computing/AI labs.",,,CS plan entry only;cs_master_platform;engineering_certification;full_training_plan;national_first_class;no hard platform exception in available evidence;rescue failed;research_path_unclear;self_study_freedom_unclear;培养方案缺证;证据弱;CS 系统/理论路径
4521-014,桂林电子科技大学,信息与计算科学,math_stat_info,56268,86,广西,Official plan is a clean information-and-computing-science curriculum centered on math analysis algebra probability numerical analysis scientific computing modeling and algorithms with low off-scope load.,High-confidence official plan shows a clean math-computation curriculum with low off-scope load.,High-confidence official plan shows a clean math-computation curriculum with low off-scope load.,,,algebra;algorithms;electronics/information university plus postgraduate signal;math analysis;modeling;numerical analysis;probability;scientific computing;低偏离负担;数值计算/科学计算;数学+计算;数学核心强;需自学 AI;需自学系统;升学信号
0013-023,中国计量大学(省市共建重点高校),数学与应用数学,math_stat_info,56270,85,浙江,"Official program page identifies mathematics and applied mathematics as a first-class math major, a clean math-first route despite limited plan detail.",Clean math-first route with official first-class major evidence; limited course grid detail is offset by major fit and platform signal.,Clean math-first route with official first-class major evidence; limited course grid detail is offset by major fit and platform signal.,,,clean mathematics and applied mathematics path;official first-class math major signal;provincial key/co-built university;仅专业简介;培养方案缺证;低偏离负担;数学主线干净;数学核心强;需自学 AI;需自学 CS;省重点/省部共建
4058-015,武汉工程大学,信息与计算科学,math_stat_info,57157,86,湖北,"Information and computing science is a clean math/computation path with math modeling, algorithms, scientific computing, statistics and little forced off-scope load.",Clean math-computation safety with strong alignment and no visible severe domain lock-in.,Clean math-computation safety with strong alignment and no visible severe domain lock-in.,,,algorithms;engineering university with sufficient official major evidence;low off-scope load;math modeling;scientific computing;statistics;仅专业简介;低偏离负担;数值计算/科学计算;数学+计算;数学主线干净;数学核心强;需自学 AI;需自学系统
4330-015,湖南科技大学,计算机科学与技术,cs,58326,80,湖南,"Official intro lists architecture, OS, data structures, compilers, networks and databases with limited off-scope load, though evidence is only a major intro.",Retain as a clean high-alignment CS exception.,"Official source supports standard CS foundations with limited off-scope load, and the row has one of the higher alignment scores in the cut-gap set.",,,but evidence is only a major intro;cs_core;high_alignment;no hard platform exception in evidence;systems courses listed;仅专业简介;CS 系统/理论路径;OS/体系结构/算法;低偏离负担;需自学 AI
3607-033,江西财经大学,信息与计算科学,math_stat_info,58570,86,江西,信计课程含数学分析、高代、实变泛函、数值计算、数据结构和数据库，财经/金融特色是轻度方向风险但不破坏数学主线。,Retain as a math-first strong exception; note secondary-source use for course detail.,"School page plus secondary course listing support math analysis, higher algebra, probability/statistics and numerical analysis; finance-school context exists but the major itself remains math/computation-forward.",,,finance/economics university;finance_school_context_only;highest_alignment;math-computation courses present;math_primary;numeric_computing;postgraduate signal noted;with finance/economics direction risk;仅专业简介;数值计算/科学计算;数学+计算;数学核心强;需自学 AI;升学信号
6504-013,新疆大学(“双一流”建设高校),数学与应用数学,math_stat_info,58939,91,新疆,"Official plan shows a clean deep math core including analysis, algebra, topology, real/functional analysis, geometry, PDE and graph theory with low compulsory off-scope load.","This matches the standard example: strong platform, clean mathematics curriculum, high confidence, low off-scope load.","This matches the standard example: strong platform, clean mathematics curriculum, high confidence, low off-scope load.",,,PDE and graph theory;algebra;deep clean math core including analysis;double first-class and doctoral platform;real/functional analysis;topology;低偏离负担;数学主线干净;数学核心强;需自学 AI;需自学 CS;211工程;博士点/博士平台;双一流
3410-013,安徽工业大学,计算机科学与技术,cs,59285,70,安徽,"Official local artifact is a plan index rather than the actual CS plan, but the listed CS training-plan entry makes the row plausibly reviewable, not a hard drop.",Retain as a strong CS-platform/course-plan exception.,"Official 2023 plan lists discrete math, data structures, computer organization, OS, networks, compiler, Linux kernel analysis and Python; college page confirms national first-class and engineering certification.",,,actual CS plan missing;full_training_plan;national_first_class;no hard platform exception in evidence;plan index only;systems_core;培养方案缺证;证据弱;CS 系统/理论路径;需自学 AI;工程认证
6517-010,中国石油大学(北京)克拉玛依校区(“双一流”建设高校),数学与应用数学,math_stat_info,59352,92,新疆,"Rescued plan is a clean mathematics path with analysis, algebra, geometry, ODE, probability/statistics, real/functional analysis, numerical analysis, PDE and modeling.",High-alignment clean math plan with strong platform and low off-scope load is a true deep-safety exception.,High-alignment clean math plan with strong platform and low off-scope load is a true deep-safety exception.,,,ODE;PDE and modeling;algebra;analysis;double first-class university system with rescued official plan;geometry;numerical analysis;probability/statistics;real/functional analysis;低偏离负担;数值计算/科学计算;数学主线干净;数学核心强;需自学 AI;需自学 CS;需自学系统;211工程;双一流;科研训练
5131-038,四川师范大学,计算机科学与技术,cs,59528,81,四川,"CS intro lists discrete math, probability/statistics, data structures, organization, OS, algorithms, compilers, AI basics and ML, with clear postgraduate signals.",Retain as a high-alignment CS exception.,Official page supports CS systems foundations and AI/ML extension signal; high alignment makes this stronger than generic application-heavy CS rows.,,,AI basics and ML appear in intro only;but not an exceptional CS platform for this layer;cs_systems_core;high_alignment;ml_signal;postgraduate signal;systems;仅专业简介;CS 系统/理论路径;ML/DL 基础;OS/体系结构/算法;升学信号
2147-001,沈阳航空航天大学,计算机科学与技术,cs,59651,73,辽宁,"Official intro emphasizes CS theory plus soft/hardware systems, but application/operation and aerospace-industry orientation keep it in review.",Retain with aviation-application caveat; platform is strong enough not to cut.,"Official pages confirm the CS major is national first-class, engineering-certified and supported by a CS first-level master's discipline; aviation/aerospace service framing is real but not a hard domain lock-in.",,,CS theory plus soft/hardware systems;aerospace-oriented university;application/aerospace orientation;aviation_application_caveat;cs_master_platform;national_first_class;no hard CS exception;仅专业简介;CS 系统/理论路径;需自学 AI;升学信号;工程认证;应用/就业导向重
4067-008,武汉科技大学,计算机科学与技术(拔尖创新人才试验班),cs,60052.09090909091,82,湖北,"The trial-class policy emphasizes individualized plans, research learning, innovation projects and flexible course design, making the CS special class a good high-freedom review-to-keep candidate despite missing a course table.","Unlike ordinary CS rows, the honors class has a clear research/flexibility signal that makes it a plausible strong safety exception.","Unlike ordinary CS rows, the honors class has a clear research/flexibility signal that makes it a plausible strong safety exception.",,,CS path with individualized plans;honors/innovation class with research-training and flexible-plan signal;research learning and innovation projects;证据弱;CS 系统/理论路径;低偏离负担;拔尖/创新班;科研训练
3720-028,青岛理工大学,数学与应用数学,math_stat_info,60943,84,山东,可读培养方案显示数学分析、高代、解析几何、概率、复变、抽象代数、数值分析等清洁数学主线，少量应用/软件选修不构成主导负荷。,Retain as a clean mathematics path with high-confidence local curriculum and low off-scope load,Retain as a clean mathematics path with high-confidence local curriculum and low off-scope load,,,clean math core;local engineering university with usable science-school plan;低偏离负担;数学主线干净;数学核心强;需自学 AI;需自学系统
3748-020,山东师范大学,人工智能,ai_intelligent_science,61807,82,山东,"Full AI training plan shows math, CS foundations, OS/data structures, and ML/DL-oriented core with limited off-scope domain lock-in.",User accepted after pruning manual review pool. Cleaner than ordinary AI rows but still an AI safety above 50k without a clear hard platform exception; user judgment needed,Cleaner than ordinary AI rows but still an AI safety above 50k without a clear hard platform exception; user judgment needed,,,AI/CS foundations with low visible domain lock-in;regional normal university with complete AI plan;AI 理论路径;ML/DL 基础;OS/体系结构/算法;低偏离负担;科研训练
6504-015,新疆大学(“双一流”建设高校),信息与计算科学,math_stat_info,62068,93,新疆,"Official plan is an excellent math-computation path with analysis, algebra, numerical analysis, PDE numerical methods and algorithm/programming ability, without heavy domain packaging.",Retain as a high-confidence math-computation path with double-first-class/doctoral signal and low off-scope load,Retain as a high-confidence math-computation path with double-first-class/doctoral signal and low off-scope load,,,double first-class and doctoral-platform signal;excellent math-computation core;低偏离负担;数值计算/科学计算;数学+计算;数学核心强;需自学 AI;211工程;博士点/博士平台;双一流
5131-017,四川师范大学,统计学,math_stat_info,64157,84,四川,"Statistics is a math-forward path with stochastic process, mathematical statistics, regression and time series; finance/economic destinations are a mild fit risk.",Retain as a math/stat strong exception; monitor finance/econ orientation only as a ranking caveat.,"Official school page and secondary course listing support a statistics path with stochastic process, mathematical statistics, regression and time series; finance/economic destinations are present but secondary to the math-stat core.",,,finance_econ_destination_caveat;high_alignment;math doctoral-platform signal;math_primary;statistics core but finance/econ/management integration;statistics_core;仅专业简介;数学主线干净;数学核心强;需自学系统;升学信号;金融/商业负担
6504-014,新疆大学(“双一流”建设高校),统计学,math_stat_info,65800.33333333333,88,新疆,"Official statistics plan has strong math/statistical foundations including analysis, algebra, probability, stochastic processes, optimization, regression and multivariate statistics with broad but not locked domain applications.",Retain as a high-confidence statistics path with strong math foundations and hard platform signal,Retain as a high-confidence statistics path with strong math foundations and hard platform signal,,,double first-class and doctoral-platform signal;strong math/stat core;低偏离负担;数值计算/科学计算;数学主线干净;数学核心强;需自学系统;211工程;博士点/博士平台;双一流
0024-001,温州大学(省市共建重点高校),数学与应用数学(步青科学实验班),math_stat_info,65908,88,浙江,Buqing math experimental class is a clean basic-discipline top-talent path with research/innovation training and little off-scope load.,Retain as a clean honors mathematics path with research-training signal and little off-scope load,Retain as a clean honors mathematics path with research-training signal and little off-scope load,,,clean mathematics and research training;provincial-city key university plus honors/basic-discipline class;低偏离负担;数学主线干净;数学核心强;需自学 AI;需自学 CS;需自学系统;拔尖/创新班;省重点/省部共建;科研训练
0024-037,温州大学(省市共建重点高校),信息与计算科学,math_stat_info,67582,80,浙江,"Information and computing science has math analysis/linear algebra/numerical methods plus data structures and databases, with some software-development load but still a good math-computation path.",Retain as a math-computation safety; software-development load is a risk but the major remains mostly within the desired path,Retain as a math-computation safety; software-development load is a risk but the major remains mostly within the desired path,,,math-computation core with some software load;provincial-city key university and brand-major signal;低偏离负担;数值计算/科学计算;数学+计算;需自学 AI;需自学系统;省重点/省部共建;软件就业训练负担
3714-007,青岛大学,数学与应用数学,math_stat_info,69535,90,山东,官方培养方案显示扎实数学基础、科学研究训练和数学分析/高等代数/近世代数/实变函数/数值方法等核心，路径干净,High-confidence official plan shows a clean math-first path with low off-scope load and strong core sequence,High-confidence official plan shows a clean math-first path with low off-scope load and strong core sequence,,,clean mathematics core with research training;solid provincial comprehensive university math platform;低偏离负担;数学主线干净;数学核心强;需自学 AI;需自学 CS;需自学系统;科研训练
5107-014,成都信息工程大学,统计学,math_stat_info,70152,78,四川,官方培养方案页列出统计学计划附件，统计学本身贴近概率统计和AI基础，但本地文本没有展开完整课程表。,User accepted after pruning manual review pool. Statistics could be a valid math-stat safety but the missing attachment is material enough to require manual course-table review,Statistics could be a valid math-stat safety but the missing attachment is material enough to require manual course-table review,,,likely clean statistics path but computing/math depth needs attachment check;statistics-friendly school context but no verified full plan in local evidence;培养方案缺证;低偏离负担;数学主线干净;数学核心强;需自学 CS;需自学系统
4330-030,湖南科技大学,信息与计算科学,math_stat_info,70667,93,湖南,"Official training plan is a clean math plus computation path with analysis, algebra, probability, numerical analysis, optimization, data structures, OS and algorithms.",Official plan is a high-confidence clean math-computation path with low off-scope load,Official plan is a high-confidence clean math-computation path with low off-scope load,,,math plus computation with numerical methods algorithms OS and optimization;strong clean info-computing evidence for this rank band;OS/体系结构/算法;低偏离负担;数值计算/科学计算;数学+计算;数学主线干净;数学核心强;需自学 AI
6128-005,西安科技大学,人工智能,ai_intelligent_science,71956.5,72,陕西,"Official major intro supports an AI path, but no course table was available, so it remains a theory-fit review rather than keep.",User accepted after pruning manual review pool. Manual review after search: do not cut solely for missing current plan.,"Search found the official intro and older computer-college curriculum signals with ML/AI electives, but not a clean current official undergraduate AI course plan; no hard mismatch was proven.",,,AI theory signal exists only in weak intro-level evidence;ai_intro_signal;no hard platform signal in available evidence;仅专业简介;培养方案缺证;证据弱;AI 理论路径;需自学系统
2210-023,长春理工大学,智能科学与技术,ai_intelligent_science,73123,78,吉林,"Official CUST plan has optimization, algorithms, ML, vision, numerical methods, computer organization and OS, with only moderate intelligent-product/application load.",Retain as a rescued strong exception after source-mismatch resolution.,"Search resolved the prior source mismatch with CUST official plan/PDF and discipline page: smart science is computer-category, has ML/numerical/OS-type content and an AI doctoral/interdisciplinary platform; robotics/product applications remain a caveat.",,,ML/OS/numerical-methods content exists but robotics/product/application load remains material;ai_doctoral_platform;applied intelligent-science platform with source-mismatch caveat;full_training_plan;ml_os_numerical_methods;robotics_product_application_caveat;source_mismatch_resolved;来源错配风险;AI 理论路径;CS 系统/理论路径;ML/DL 基础;OS/体系结构/算法;科研训练;应用/就业导向重;机器人/控制绑定
3649-019,南昌航空大学,数学与应用数学,math_stat_info,74991,80,江西,官方介绍显示数学一级硕士点、强基础并以人工智能/大数据为导向，但也提到金融应用方向，作为数学主线可保留,User accepted after pruning manual review pool. Math path may be useful but finance-direction risk and lack of full plan prevent automatic retain,Math path may be useful but finance-direction risk and lack of full plan prevent automatic retain,,,math and numerical/AI-big-data direction exist with visible finance application tag;math master-platform signal but only intro evidence;仅专业简介;数值计算/科学计算;数学+计算;数学核心强;升学信号;金融/商业负担
0019-022,浙大宁波理工学院,信息与计算科学,math_stat_info,93406,90,浙江,"The official plan is a clean math-computation path with analysis, algebra, probability/statistics, ODE, advanced statistics, operations research, modeling, numerical analysis, data mining and algorithms.","User accepted after pruning manual review pool. Main-agent 75k+ audit: curriculum is clean and local-Zhejiang value is real, but the math/info-computing platform signal is not strong enough to auto-fill a scarce >75k slot.",Despite rank distance this selected deep safety has high-confidence clean math-computing fit,,,clean math-computation-statistics path with algorithms and numerical analysis;deep-safety exception with strong local official plan evidence;低偏离负担;数值计算/科学计算;数学+计算;数学核心强;需自学系统
4212-013,河南理工大学,数学与应用数学,math_stat_info,112414.1,92,河南,"Local official page lists a deep pure/applied math core including analysis, algebra, geometry, ODE/PDE, probability, real/complex analysis, functional analysis, topology and research-oriented training.",Main-agent 75k+ audit: clean mathematics curriculum plus hard math platform signals make this a valid low-friction deep-safety exception.,Despite very large rank distance official evidence shows a clean low-friction math-first fallback,,,deep-safety exception with unusually clean math-core evidence;pure/applied math core plus research-oriented training;低偏离负担;数学主线干净;数学核心强;需自学 AI;需自学 CS;需自学系统;科研训练
